# time 'cAMP_on' 'free_Ca2+' 'all_Ca2+' 'bound_Ca2+!_' 'PKAa!_' 'PKAa?' 'CDK5!_' 'CK1p~?' 'PP2Ap~?' 'PP2Aca_!' 'PP2C!_' 'PP2Ba~?' 'PDEp~?' 'DARPP_unphosph~?' 'Thr75~?' 'Thr34~?' 'Ser137~?' 'Thr75:Ser137~?' 'Thr34:Thr75~?' 'Thr34:Ser137~?' 'Thr34:Thr75:Ser137~?' 'D34*~?' 'D75*~?' 'D137*~?' 'r'
 3.233333E+01 0 8 212 204 0 0 72 88 1 0 0 9 0 1978 1022 0 0 0 0 0 0 0 1022 0 4.623903E-02
 3.266667E+01 0 3 215 212 0 0 68 85 1 0 0 11 0 1990 1010 0 0 0 0 0 0 0 1010 0 4.636599E-02
 3.300000E+01 0 7 217 210 0 0 64 83 0 0 0 14 0 1972 1028 0 0 0 0 0 0 0 1028 0 4.642478E-02
 3.333333E+01 0 3 218 215 0 0 67 81 0 1 0 7 0 1974 1026 0 0 0 0 0 0 0 1026 0 4.646887E-02
 3.366667E+01 0 7 222 215 0 0 72 84 0 1 0 6 0 1971 1029 0 0 0 0 0 0 0 1029 0 4.650656E-02
 3.400000E+01 0 12 225 213 0 0 61 83 0 1 0 7 0 1978 1022 0 0 0 0 0 0 0 1022 0 4.649097E-02
 3.433333E+01 0 6 224 218 0 0 67 79 0 0 0 8 0 1983 1017 0 0 0 0 0 0 0 1017 0 4.659869E-02
 3.466667E+01 0 7 225 218 0 0 65 80 0 0 0 7 0 1969 1031 0 0 0 0 0 0 0 1031 0 4.669656E-02
 3.500000E+01 0 4 225 221 0 0 58 81 0 1 0 8 0 1967 1033 0 0 0 0 0 0 0 1033 0 4.680553E-02
 3.533333E+01 0 7 225 218 0 0 65 86 0 0 0 5 0 1969 1031 0 0 0 0 0 0 0 1031 0 4.683971E-02
 3.566667E+01 0 4 228 224 0 0 58 84 0 0 0 11 0 1959 1041 0 0 0 0 0 0 0 1041 0 4.689469E-02
 3.600000E+01 0 7 226 219 0 0 64 84 0 1 0 6 0 1965 1035 0 0 0 0 0 0 0 1035 0 4.700515E-02
 3.633333E+01 0 14 229 215 0 0 66 84 1 1 0 8 0 1960 1040 0 0 0 0 0 0 0 1040 0 4.706237E-02
 3.666667E+01 0 6 234 228 0 0 73 84 0 0 0 11 0 1954 1046 0 0 0 0 0 0 0 1046 0 4.714464E-02
 3.700000E+01 0 6 236 230 0 0 60 83 0 0 0 11 0 1964 1036 0 0 0 0 0 0 0 1036 0 4.721608E-02
 3.733333E+01 0 8 238 230 0 0 61 84 0 0 0 12 0 1964 1036 0 0 0 0 0 0 0 1036 0 4.723016E-02
 3.766667E+01 0 8 240 232 0 0 70 84 0 0 0 9 0 1930 1070 0 0 0 0 0 0 0 1070 0 4.726884E-02
 3.800000E+01 0 8 242 234 0 0 62 85 0 0 0 11 0 1921 1079 0 0 0 0 0 0 0 1079 0 4.737415E-02
 3.833333E+01 0 9 245 236 0 0 60 86 0 0 0 11 0 1912 1088 0 0 0 0 0 0 0 1088 0 4.745807E-02
 3.866667E+01 0 9 245 236 0 0 67 85 0 0 0 12 0 1922 1078 0 0 0 0 0 0 0 1078 0 4.754756E-02
 3.900000E+01 0 10 246 236 0 0 66 86 0 0 0 9 0 1928 1072 0 0 0 0 0 0 0 1072 0 4.767556E-02
 3.933333E+01 0 7 251 244 0 0 58 86 1 0 0 14 0 1935 1065 0 0 0 0 0 0 0 1065 0 4.775864E-02
 3.966667E+01 0 7 253 246 0 0 58 86 0 0 0 11 0 1922 1078 0 0 0 0 0 0 0 1078 0 4.779876E-02
 4.000000E+01 0 6 250 244 0 0 66 87 0 0 0 12 0 1928 1072 0 0 0 0 0 0 0 1072 0 4.790606E-02
 4.033333E+01 0 7 253 246 0 0 61 86 0 0 0 14 0 1916 1084 0 0 0 0 0 0 0 1084 0 4.779658E-02
 4.066667E+01 0 8 254 246 0 0 63 84 0 0 0 9 0 1928 1072 0 0 0 0 0 0 0 1072 0 4.775693E-02
 4.100000E+01 0 7 255 248 0 0 59 81 0 0 0 12 0 1924 1076 0 0 0 0 0 0 0 1076 0 4.773307E-02
 4.133333E+01 0 8 258 250 0 0 70 78 0 0 0 12 0 1931 1069 0 0 0 0 0 0 0 1069 0 4.781525E-02
 4.166667E+01 0 8 264 256 0 0 66 77 0 0 0 14 0 1938 1062 0 0 0 0 0 0 0 1062 0 4.782427E-02
 4.200000E+01 0 5 269 264 0 0 55 78 0 0 0 16 0 1936 1064 0 0 0 0 0 0 0 1064 0 4.788803E-02
 4.233333E+01 0 8 270 262 0 0 60 77 0 0 0 10 0 1947 1053 0 0 0 0 0 0 0 1053 0 4.796769E-02
 4.266667E+01 0 10 268 258 0 0 67 77 0 0 0 16 0 1946 1054 0 0 0 0 0 0 0 1054 0 4.803575E-02
 4.300000E+01 0 7 275 268 0 0 67 71 0 0 0 11 0 1939 1061 0 0 0 0 0 0 0 1061 0 4.806158E-02
 4.333333E+01 0 6 278 272 0 0 58 74 0 0 0 16 0 1948 1052 0 0 0 0 0 0 0 1052 0 4.798480E-02
 4.366667E+01 0 12 280 268 0 0 64 72 0 0 0 13 0 1943 1057 0 0 0 0 0 0 0 1057 0 4.795844E-02
 4.400000E+01 0 10 280 270 0 0 68 71 0 0 0 10 0 1946 1054 0 0 0 0 0 0 0 1054 0 4.808790E-02
 4.433333E+01 0 12 282 270 0 0 62 69 0 0 0 11 0 1946 1054 0 0 0 0 0 0 0 1054 0 4.818353E-02
 4.466667E+01 0 9 287 278 0 0 66 66 0 0 0 14 0 1947 1053 0 0 0 0 0 0 0 1053 0 4.818080E-02
 4.500000E+01 0 16 286 270 0 0 67 71 0 0 0 12 0 1945 1055 0 0 0 0 0 0 0 1055 0 4.824337E-02
 4.533333E+01 0 8 290 282 0 0 60 72 0 0 0 16 0 1929 1071 0 0 0 0 0 0 0 1071 0 4.836824E-02
 4.566667E+01 0 3 291 288 0 0 61 74 0 0 0 18 0 1941 1059 0 0 0 0 0 0 0 1059 0 4.836955E-02
 4.600000E+01 0 13 291 278 0 0 63 76 0 0 0 11 0 1953 1047 0 0 0 0 0 0 0 1047 0 4.842266E-02
 4.633333E+01 0 8 294 286 0 0 63 76 0 0 0 17 0 1964 1036 0 0 0 0 0 0 0 1036 0 4.835107E-02
 4.666667E+01 0 17 299 282 0 0 67 74 0 0 0 13 0 1974 1026 0 0 0 0 0 0 0 1026 0 4.836764E-02
 4.700000E+01 0 12 304 292 0 0 73 75 0 0 0 18 0 1969 1031 0 0 0 0 0 0 0 1031 0 4.834876E-02
 4.733333E+01 0 13 303 290 0 0 63 71 0 0 0 20 0 1981 1019 0 0 0 0 0 0 0 1019 0 4.840596E-02
 4.766667E+01 0 9 302 293 0 0 70 71 0 1 0 17 0 1989 1011 0 0 0 0 0 0 0 1011 0 4.843175E-02
 4.800000E+01 0 10 304 294 0 0 68 75 0 0 0 22 0 1983 1017 0 0 0 0 0 0 0 1017 0 4.848440E-02
 4.833333E+01 0 13 307 294 0 0 63 72 0 0 0 22 0 1995 1005 0 0 0 0 0 0 0 1005 0 4.849475E-02
 4.866667E+01 0 12 315 303 0 0 63 74 0 1 0 19 0 1995 1005 0 0 0 0 0 0 0 1005 0 4.852154E-02
 4.900000E+01 0 8 315 307 0 0 59 72 0 1 0 24 0 1979 1021 0 0 0 0 0 0 0 1021 0 4.858616E-02
 4.933333E+01 0 12 314 302 0 0 71 72 1 2 0 14 0 1998 1002 0 0 0 0 0 0 0 1002 0 4.864247E-02
 4.966667E+01 0 3 316 313 0 0 64 76 1 1 0 22 0 2010 990 0 0 0 0 0 0 0 990 0 4.859288E-02
 5.000000E+01 0 12 318 306 0 0 65 78 1 0 0 23 0 1997 1003 0 0 0 0 0 0 0 1003 0 4.869672E-02
 5.033333E+01 0 10 318 308 0 0 63 77 0 0 0 19 0 1995 1005 0 0 0 0 0 0 0 1005 0 4.879912E-02
 5.066667E+01 0 12 322 310 0 0 66 79 0 0 0 22 0 1990 1010 0 0 0 0 0 0 0 1010 0 4.888825E-02
 5.100000E+01 0 6 320 314 0 0 56 79 0 0 0 29 0 1967 1033 0 0 0 0 0 0 0 1033 0 4.898683E-02
 5.133333E+01 0 15 318 303 0 0 73 77 1 1 0 15 0 1968 1032 0 0 0 0 0 0 0 1032 0 4.902396E-02
 5.166667E+01 0 7 314 307 0 0 60 76 1 1 0 16 0 1964 1036 0 0 0 0 0 0 0 1036 0 4.904631E-02
 5.200000E+01 0 6 315 309 0 0 70 76 0 1 0 19 0 1962 1038 0 0 0 0 0 0 0 1038 0 4.904157E-02
 5.233333E+01 0 11 310 299 0 0 61 74 0 3 0 15 0 1962 1038 0 0 0 0 0 0 0 1038 0 4.913039E-02
 5.266667E+01 0 8 308 300 0 0 59 77 0 2 0 20 0 1951 1049 0 0 0 0 0 0 0 1049 0 4.919181E-02
 5.300000E+01 0 10 309 299 0 0 59 71 0 1 0 15 0 1949 1051 0 0 0 0 0 0 0 1051 0 4.918603E-02
 5.333333E+01 0 9 310 301 0 0 50 68 0 1 0 17 0 1942 1058 0 0 0 0 0 0 0 1058 0 4.925118E-02
 5.366667E+01 0 9 311 302 0 0 66 65 1 0 0 21 0 1955 1045 0 0 0 0 0 0 0 1045 0 4.927094E-02
 5.400000E+01 0 13 313 300 0 0 63 67 1 0 0 20 0 1964 1036 0 0 0 0 0 0 0 1036 0 4.939160E-02
 5.433333E+01 0 10 314 304 0 0 54 67 0 0 0 28 0 1966 1034 0 0 0 0 0 0 0 1034 0 4.945329E-02
 5.466667E+01 0 6 314 308 0 0 63 68 0 0 0 22 0 1962 1038 0 0 0 0 0 0 0 1038 0 4.945779E-02
 5.500000E+01 0 8 312 304 0 0 71 70 0 0 0 21 0 1946 1054 0 0 0 0 0 0 0 1054 0 4.952226E-02
 5.533333E+01 0 6 312 306 0 0 61 73 0 0 0 18 0 1934 1066 0 0 0 0 0 0 0 1066 0 4.962634E-02
 5.566667E+01 0 11 313 302 0 0 64 72 0 0 0 16 0 1920 1080 0 0 0 0 0 0 0 1080 0 4.955180E-02
 5.600000E+01 0 9 315 306 0 0 60 73 0 0 0 19 0 1926 1074 0 0 0 0 0 0 0 1074 0 4.959957E-02
 5.633333E+01 0 16 314 298 0 0 57 75 0 0 0 22 0 1938 1062 0 0 0 0 0 0 0 1062 0 4.961712E-02
 5.666667E+01 0 12 314 302 0 0 71 72 0 0 0 17 0 1946 1054 0 0 0 0 0 0 0 1054 0 4.967172E-02
 5.700000E+01 0 14 316 302 0 0 64 67 0 0 0 17 0 1947 1053 0 0 0 0 0 0 0 1053 0 4.963960E-02
 5.733333E+01 0 7 315 308 0 0 58 68 0 0 0 21 0 1947 1053 0 0 0 0 0 0 0 1053 0 4.959553E-02
 5.766667E+01 0 12 318 306 0 0 58 69 0 0 0 21 0 1952 1048 0 0 0 0 0 0 0 1048 0 4.952656E-02
 5.800000E+01 0 12 320 308 0 0 73 70 0 0 0 16 0 1946 1054 0 0 0 0 0 0 0 1054 0 4.952030E-02
 5.833333E+01 0 12 322 310 0 0 66 72 0 0 0 21 0 1951 1049 0 0 0 0 0 0 0 1049 0 4.953595E-02
 5.866667E+01 0 21 321 300 0 0 56 69 0 0 0 14 0 1956 1044 0 0 0 0 0 0 0 1044 0 4.955958E-02
 5.900000E+01 0 9 322 313 0 0 62 65 0 1 0 16 0 1955 1045 0 0 0 0 0 0 0 1045 0 4.955194E-02
 5.933333E+01 0 12 324 312 0 0 53 65 0 0 0 18 0 1956 1044 0 0 0 0 0 0 0 1044 0 4.961374E-02
 5.966667E+01 0 10 326 316 0 0 78 66 0 0 0 19 0 1964 1036 0 0 0 0 0 0 0 1036 0 4.961044E-02
 6.000000E+01 0 11 327 316 0 0 61 62 0 0 0 21 0 1949 1051 0 0 0 0 0 0 0 1051 0 4.954486E-02
 6.033333E+01 0 14 326 312 0 0 57 63 0 0 0 22 0 1953 1047 0 0 0 0 0 0 0 1047 0 4.955286E-02
 6.066667E+01 0 9 325 316 0 0 72 62 0 0 0 23 0 1965 1035 0 0 0 0 0 0 0 1035 0 4.952432E-02
 6.100000E+01 0 9 327 318 0 0 65 63 0 0 0 26 0 1956 1044 0 0 0 0 0 0 0 1044 0 4.946990E-02
 6.133333E+01 0 13 331 318 0 0 63 63 0 0 0 25 0 1976 1024 0 0 0 0 0 0 0 1024 0 4.946615E-02
 6.166667E+01 0 7 333 326 0 0 69 66 0 0 0 23 0 1985 1015 0 0 0 0 0 0 0 1015 0 4.954031E-02
 6.200000E+01 0 12 332 320 0 0 71 67 0 0 0 22 0 1984 1016 0 0 0 0 0 0 0 1016 0 4.960529E-02
 6.233333E+01 0 13 335 322 0 0 68 66 0 0 0 20 0 1969 1031 0 0 0 0 0 0 0 1031 0 4.965391E-02
 6.266667E+01 0 14 332 318 0 0 57 67 0 0 0 20 0 1970 1030 0 0 0 0 0 0 0 1030 0 4.974522E-02
 6.300000E+01 0 11 333 322 0 0 66 66 0 0 0 24 0 1975 1025 0 0 0 0 0 0 0 1025 0 4.974141E-02
 6.333333E+01 0 7 331 324 0 0 69 63 0 0 0 21 0 1958 1042 0 0 0 0 0 0 0 1042 0 4.975817E-02
 6.366667E+01 0 5 331 326 0 0 71 59 0 0 0 20 0 1976 1024 0 0 0 0 0 0 0 1024 0 4.976135E-02
 6.400000E+01 0 8 334 326 0 0 64 57 0 0 0 27 0 1996 1004 0 0 0 0 0 0 0 1004 0 4.979123E-02
 6.433333E+01 0 15 335 320 0 0 78 62 0 0 0 23 0 2004 996 0 0 0 0 0 0 0 996 0 4.980297E-02
 6.466667E+01 0 8 336 328 0 0 70 62 0 0 0 19 0 2006 994 0 0 0 0 0 0 0 994 0 4.974811E-02
 6.500000E+01 0 14 332 318 0 0 68 66 0 0 0 23 0 1988 1012 0 0 0 0 0 0 0 1012 0 4.981500E-02
 6.533333E+01 0 9 331 322 0 0 67 65 0 0 0 18 0 1979 1021 0 0 0 0 0 0 0 1021 0 4.980752E-02
 6.566667E+01 0 10 334 324 0 0 71 68 0 0 0 21 0 1987 1013 0 0 0 0 0 0 0 1013 0 4.983229E-02
 6.600000E+01 0 8 336 328 0 0 66 69 0 0 0 19 0 1966 1034 0 0 0 0 0 0 0 1034 0 4.987468E-02
